"Sector","Categoría","Subcategoría",Año,"Tipo de GEI","GEI",Gg Gas,"Gg CO2 - eq (GWP)","Gg CO2 - eq (GTP)","Notation Key"
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.2 - Industria de la Alimentación y Bebidas",2010,"Indirecto","COVDM",2,85271,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2010,"Indirecto","NOx",0,2695095,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2010,"Indirecto","CO",6,199635,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2010,"Indirecto","NOx",0,2974,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2010,"Indirecto","CO",89,2175,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2010,"Indirecto","COVDM",1,4126,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2010,"Indirecto","SO2",0,0454,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2010,"Indirecto","NOx",35,8281,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2010,"Indirecto","CO",3,3517,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2010,"Indirecto","COVDM",1,234,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2010,"Indirecto","SO2",17,6086,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2012,"Indirecto","NOx",11,2906,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2012,"Indirecto","CO",0,6313,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2012,"Indirecto","COVDM",0,0798,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2012,"Indirecto","SO2",21,8073,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2012,"Indirecto","NOx",6,5502,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2012,"Indirecto","CO",6,988,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2012,"Indirecto","COVDM",0,4519,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2012,"Indirecto","SO2",9,6022,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2012,"Indirecto","NOx",21,297,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2012,"Indirecto","CO",79,244,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2012,"Indirecto","COVDM",14,752,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2012,"Indirecto","SO2",5,1602,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2012,"Indirecto","NOx",7,3473,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2012,"Indirecto","CO",54,0699,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2012,"Indirecto","COVDM",9,1595,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2012,"Indirecto","SO2",7,1793,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2012,"Indirecto","NOx",0,0004,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2012,"Indirecto","CO",0,0005,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2012,"Indirecto","SO2",0,0001,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2012,"Indirecto","NOx",0,464,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2012,"Indirecto","CO",0,174,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2012,"Indirecto","COVDM",0,7791,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.3 - Producción de vidrio",2012,"Indirecto","COVDM",0,063,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.10 - Otros ",2012,"Indirecto","SO2",0,51,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2012,"Indirecto","NOx",0,0093,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2012,"Indirecto","CO",0,1212,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2012,"Indirecto","COVDM",0,0033,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2012,"Indirecto","SO2",0,0043,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.3 - Uso de solventes",2012,"Indirecto","COVDM",10,15186831,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.4 - Otros (Asfalto)",2012,"Indirecto","COVDM",0,000775104,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2012,"Indirecto","NOx",1,41,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2012,"Indirecto","CO",7,74,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2012,"Indirecto","COVDM",2,81,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2012,"Indirecto","SO2",2,81,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.2 - Industria de la Alimentación y Bebidas",2012,"Indirecto","COVDM",3,13839,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2012,"Indirecto","NOx",0,3016845,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2012,"Indirecto","CO",7,383675,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2012,"Indirecto","NOx",0,3665,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2012,"Indirecto","CO",109,9528,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2012,"Indirecto","COVDM",1,7409,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2012,"Indirecto","SO2",0,041,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2012,"Indirecto","NOx",22,259,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2012,"Indirecto","CO",2,0864,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2012,"Indirecto","COVDM",0,7737,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2012,"Indirecto","SO2",5,3459,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2014,"Indirecto","NOx",2,6372,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2014,"Indirecto","CO",0,4659,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2014,"Indirecto","COVDM",0,051,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2014,"Indirecto","SO2",3,4362,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2014,"Indirecto","NOx",10,2855,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2014,"Indirecto","CO",10,0052,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2014,"Indirecto","COVDM",0,7959,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2014,"Indirecto","SO2",8,9126,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2014,"Indirecto","NOx",21,9423,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2014,"Indirecto","CO",88,4459,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2014,"Indirecto","COVDM",16,7458,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2014,"Indirecto","SO2",0,5514,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2014,"Indirecto","NOx",6,9566,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2014,"Indirecto","CO",53,4257,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2014,"Indirecto","COVDM",8,9283,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2014,"Indirecto","SO2",5,769,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2014,"Indirecto","NOx",0,0006,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2014,"Indirecto","CO",0,0007,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2014,"Indirecto","SO2",0,0002,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2014,"Indirecto","NOx",0,4673,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2014,"Indirecto","CO",0,1752,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2014,"Indirecto","COVDM",0,784,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.3 - Producción de vidrio",2014,"Indirecto","COVDM",0,063,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.10 - Otros ",2014,"Indirecto","SO2",1,03,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2014,"Indirecto","NOx",0,0103,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2014,"Indirecto","CO",0,1342,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2014,"Indirecto","COVDM",0,0036,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2014,"Indirecto","SO2",0,0047,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.3 - Uso de solventes",2014,"Indirecto","COVDM",9,945264233,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.4 - Otros (Asfalto)",2014,"Indirecto","COVDM",0,0006912,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2014,"Indirecto","NOx",1,69,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2014,"Indirecto","CO",9,31,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2014,"Indirecto","COVDM",3,39,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2014,"Indirecto","SO2",3,39,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.2 - Industria de la Alimentación y Bebidas",2014,"Indirecto","COVDM",2,78319,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2014,"Indirecto","NOx",0,285597,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2014,"Indirecto","CO",6,791655,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Indirecto","NOx",0,3145,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Indirecto","CO",94,335,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Indirecto","COVDM",1,4936,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2014,"Indirecto","SO2",0,0047,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Indirecto","NOx",16,9372,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Indirecto","CO",1,5887,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Indirecto","COVDM",0,5906,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2014,"Indirecto","SO2",3,6658,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Indirecto","NOx",2,5998,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Indirecto","CO",0,5405,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Indirecto","COVDM",0,0552,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2016,"Indirecto","SO2",1,339,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Indirecto","NOx",11,719,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Indirecto","CO",11,1748,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Indirecto","COVDM",0,8727,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2016,"Indirecto","SO2",7,8116,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Indirecto","NOx",22,0909,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Indirecto","CO",92,0034,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Indirecto","COVDM",17,7396,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2016,"Indirecto","SO2",0,0847,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Indirecto","NOx",6,4409,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Indirecto","CO",55,4377,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Indirecto","COVDM",8,9894,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2016,"Indirecto","SO2",5,4432,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2016,"Indirecto","NOx",0,4903,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2016,"Indirecto","CO",0,1839,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2016,"Indirecto","COVDM",0,8229,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.3 - Producción de vidrio",2016,"Indirecto","COVDM",0,0678375,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.10 - Otros ",2016,"Indirecto","SO2",1,25,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2016,"Indirecto","NOx",0,008,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2016,"Indirecto","CO",0,1049,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2016,"Indirecto","COVDM",0,0028,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2016,"Indirecto","SO2",0,0037,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.3 - Uso de solventes",2016,"Indirecto","COVDM",17,15839645,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.4 - Otros (Asfalto)",2016,"Indirecto","COVDM",0,0012352,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2016,"Indirecto","NOx",2,59,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2016,"Indirecto","CO",14,2,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2016,"Indirecto","COVDM",5,17,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2016,"Indirecto","SO2",5,17,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.2 - Industria de la Alimentación y Bebidas",2016,"Indirecto","COVDM",2,12741,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2016,"Indirecto","NOx",0,288522,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2016,"Indirecto","CO",6,899295,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Indirecto","NOx",0,3823,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Indirecto","CO",114,6849,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Indirecto","COVDM",1,8158,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2016,"Indirecto","SO2",0,0798,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Indirecto","NOx",10,603,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Indirecto","CO",0,994,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Indirecto","COVDM",0,3689,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2016,"Indirecto","SO2",1,0476,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Indirecto","NOx",1,354,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Indirecto","CO",0,4937,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Indirecto","COVDM",0,044,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2017,"Indirecto","SO2",0,6785,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Indirecto","NOx",11,4948,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Indirecto","CO",11,5527,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Indirecto","COVDM",0,9854,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2017,"Indirecto","SO2",7,9834,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Indirecto","NOx",23,9391,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Indirecto","CO",93,4934,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Indirecto","COVDM",14,5543,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2017,"Indirecto","SO2",0,06991,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Indirecto","NOx",6,7852,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Indirecto","CO",55,8601,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Indirecto","COVDM",9,1267,"N/A","N/A",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2017,"Indirecto","SO2",5,3531,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2017,"Indirecto","NOx",0,1405,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2017,"Indirecto","CO",0,0527,"N/A","N/A",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2017,"Indirecto","COVDM",0,2398,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.10 - Otros ",2017,"Indirecto","SO2",1,44,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2017,"Indirecto","NOx",0,0082,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2017,"Indirecto","CO",0,1066,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2017,"Indirecto","COVDM",0,0029,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.C - Industria de los metales","2.C.1 - Producción de hierro y acero",2017,"Indirecto","SO2",0,0038,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.3 - Uso de solventes",2017,"Indirecto","COVDM",17,78140875,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.4 - Otros (Asfalto)",2017,"Indirecto","COVDM",0,00123584,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2017,"Indirecto","NOx",2,68,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2017,"Indirecto","CO",14,7,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2017,"Indirecto","COVDM",5,35,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.1 - Industria de la Pulpa y el Papel",2017,"Indirecto","SO2",5,35,"N/A","N/A",
"2 - Procesos Industriales y Uso de Productos","2.H - Otros ","2.H.2 - Industria de la Alimentación y Bebidas",2017,"Indirecto","COVDM",2,05428,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2017,"Indirecto","NOx",0,2958345,"N/A","N/A",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2017,"Indirecto","CO",7,168395,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Indirecto","NOx",0,3901,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Indirecto","CO",117,0308,"N/A","N/A",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2017,"Indirecto","COVDM",1,853,"N/A","N/A",
