"Sector","Categoría","Subcategoría",Año,"Tipo de GEI","GEI",Gg Gas,"Gg CO2 - eq (GWP)","Gg CO2 - eq (GTP)","Notation Key"
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",1998,"Directo","CO2",-891,05314815,"-891,05314815","-891,05314815",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",1998,"Directo","CH4",0,1685865,"4,720422","0,674346",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",1998,"Directo","N2O",0,01149155,"3,04526075","2,6890227",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",1998,"Directo","CO2",65,543133333,"65,543133333","65,543133333",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",1998,"Directo","N2O",20,236557736,"5362,68780004","4735,354510224",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",1998,"Directo","N2O",5,2219501276,"1383,816783814","1221,9363298584",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",1998,"Directo","N2O",0,0525590836,"13,9281571439","12,2988255535",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",1998,"Directo","CH4",20,125792856,"563,522199968","80,503171424",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",1998,"Directo","CO2",166,7351232,"166,7351232","166,7351232",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",1998,"Directo","CH4",0,0011660238,"0,0326486664","0,0046640952",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",1998,"Directo","N2O",0,0046640952,"1,235985228","1,0913982768",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",1998,"Directo","CO2",879,07978728,"879,07978728","879,07978728",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",1998,"Directo","CH4",0,0808303608,"2,2632501024","0,3233214432",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",1998,"Directo","N2O",0,0230943888,"6,120013032","5,4040869792",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2000,"Directo","CO2",721,48696056,"721,48696056","721,48696056",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2000,"Directo","CH4",0,0163000351,"0,4564009834","0,0652001405",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2000,"Directo","N2O",0,0031919027,"0,8458542208","0,7469052365",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2000,"Directo","CO2",703,10109309,"703,10109309","703,10109309",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2000,"Directo","CH4",0,0815259139,"2,2827255888","0,3261036555",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2000,"Directo","N2O",0,0386610201,"10,2451703151","9,0466786933",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2000,"Directo","CO2",2535,6706179,"2535,6706179","2535,6706179",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2000,"Directo","CH4",0,3531346954,"9,8877714698","1,4125387814",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2000,"Directo","N2O",0,1471517127,"38,9952038602","34,4335007671",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2000,"Directo","CO2",1186,8228894,"1186,8228894","1186,8228894",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2000,"Directo","CH4",3,912527917,"109,550781676","15,650111668",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2000,"Directo","N2O",0,20482443,"54,2784739394","47,9289166106",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2000,"Directo","CO2",7,54377624,"7,54377624","7,54377624",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2000,"Directo","CO2",0,0029207016,"0,0029207016","0,0029207016",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2000,"Directo","CH4",0,0986133131,"2,7611727655","0,3944532522",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2000,"Directo","CO2",361,54419314,"361,54419314","361,54419314",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2000,"Directo","CO2",26,6145,"26,6145","26,6145",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2000,"Directo","CO2",2,0177442024,"2,0177442024","2,0177442024",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2000,"Directo","CO2",0,60984,"0,60984","0,60984",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2000,"Directo","CO2",5,04152,"5,04152","5,04152",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2000,"Directo","CO2",0,7108570996,"0,7108570996","0,7108570996",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2000,"Directo","N2O",0,01875,"4,96875","4,3875",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2000,"Directo","CH4",649,3385003,"18181,4780084","2597,3540012",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2000,"Directo","CH4",14,342806739,"401,598588692","57,371226956",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2000,"Directo","N2O",0,0540992197,"14,3362932274","12,6592174159",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2000,"Directo","CO2",-16139,528371,"-16139,528371","-16139,528371",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2000,"Directo","CO2",-22,789282753,"-22,789282753","-22,789282753",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2000,"Directo","CO2",-908,06908775,"-908,06908775","-908,06908775",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2000,"Directo","CH4",0,1580565,"4,425582","0,632226",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2000,"Directo","N2O",0,01121855,"2,97291575","2,6251407",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2000,"Directo","CO2",61,993066667,"61,993066667","61,993066667",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2000,"Directo","N2O",19,342604647,"5125,790231455","4526,169487398",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2000,"Directo","N2O",4,8631638533,"1288,7384211245","1137,9803416722",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2000,"Directo","N2O",0,0515693791,"13,6658854618","12,0672347096",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2000,"Directo","CH4",21,76607784,"609,45017952","87,06431136",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2000,"Directo","CO2",215,8358202,"215,8358202","215,8358202",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2000,"Directo","CH4",0,0015093414,"0,0422615592","0,0060373656",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2000,"Directo","N2O",0,0060373656,"1,599901884","1,4127435504",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2000,"Directo","CO2",989,9416458,"989,9416458","989,9416458",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2000,"Directo","CH4",0,0908828676,"2,5447202928","0,3635314704",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2000,"Directo","N2O",0,0259665336,"6,881131404","6,0761688624",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2002,"Directo","CO2",280,5742152,"280,5742152","280,5742152",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2002,"Directo","CH4",0,0090734503,"0,254056609","0,0362938013",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2002,"Directo","N2O",0,0012379008,"0,3280437014","0,2896687778",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2002,"Directo","CO2",555,37917491,"555,37917491","555,37917491",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2002,"Directo","CH4",0,076738643,"2,1486820048","0,3069545721",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2002,"Directo","N2O",0,0383872703,"10,1726266364","8,9826212563",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2002,"Directo","CO2",2192,7637826,"2192,7637826","2192,7637826",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2002,"Directo","CH4",0,2754280979,"7,7119867412","1,1017123916",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2002,"Directo","N2O",0,1246964169,"33,0445504811","29,1789615569",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2002,"Directo","CO2",1063,0035569,"1063,0035569","1063,0035569",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2002,"Directo","CH4",3,8991588257,"109,1764471196","15,5966353028",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2002,"Directo","N2O",0,1938971948,"51,382756622","45,3719435832",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2002,"Directo","CO2",5,51275956,"5,51275956","5,51275956",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2002,"Directo","CO2",0,0022236522,"0,0022236522","0,0022236522",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2002,"Directo","CH4",0,0691266212,"1,9355453935","0,2765064848",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2002,"Directo","CO2",221,8292918,"221,8292918","221,8292918",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2002,"Directo","CO2",23,42625,"23,42625","23,42625",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2002,"Directo","CO2",2,7802509718,"2,7802509718","2,7802509718",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2002,"Directo","CO2",0,4137738,"0,4137738","0,4137738",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2002,"Directo","CO2",5,5511866667,"5,5511866667","5,5511866667",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2002,"Directo","CO2",0,6088586693,"0,6088586693","0,6088586693",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2002,"Directo","N2O",0,04125,"10,93125","9,6525",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2002,"Directo","CH4",667,11948588,"18679,34560464","2668,47794352",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2002,"Directo","CH4",14,501935782,"406,054201896","58,007743128",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2002,"Directo","N2O",0,0504552267,"13,3706350824","11,8065230539",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2002,"Directo","CO2",-17102,581996,"-17102,581996","-17102,581996",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2002,"Directo","CO2",41,22272,"41,22272","41,22272",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2002,"Directo","CO2",-906,65205675,"-906,65205675","-906,65205675",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2002,"Directo","CO2",-0,591525,"-0,591525","-0,591525",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2002,"Directo","CH4",0,1598115,"4,474722","0,639246",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2002,"Directo","N2O",0,01126405,"2,98497325","2,6357877",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2002,"Directo","CO2",49,2646,"49,2646","49,2646",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2002,"Directo","N2O",19,285291108,"5110,60214362","4512,758119272",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2002,"Directo","N2O",4,7261233298,"1252,422682397","1105,9128591732",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2002,"Directo","N2O",0,0475398009,"12,5980472494","11,1243134202",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2002,"Directo","CH4",17,847503856,"499,730107968","71,390015424",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2002,"Directo","CO2",111,9592188,"111,9592188","111,9592188",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2002,"Directo","CH4",0,0007829316,"0,0219220848","0,0031317264",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2002,"Directo","N2O",0,0031317264,"0,829907496","0,7328239776",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2002,"Directo","CO2",1115,2668049,"1115,2668049","1115,2668049",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2002,"Directo","CH4",0,1020197556,"2,8565531568","0,4080790224",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2002,"Directo","N2O",0,0291485016,"7,724352924","6,8207493744",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2004,"Directo","CO2",1302,7881341,"1302,7881341","1302,7881341",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2004,"Directo","CH4",0,0286569259,"0,8023939258","0,1146277037",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2004,"Directo","N2O",0,0061279061,"1,6238951112","1,4339300227",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2004,"Directo","CO2",607,98605733,"607,98605733","607,98605733",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2004,"Directo","CH4",0,0867172888,"2,4280840868","0,3468691553",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2004,"Directo","N2O",0,0461490517,"12,2294986931","10,7988780912",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2004,"Directo","CO2",2226,8631831,"2226,8631831","2226,8631831",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2004,"Directo","CH4",0,27232984,"7,6252355192","1,0893193599",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2004,"Directo","N2O",0,12811315,"33,9499847553","29,9784771047",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2004,"Directo","CO2",1052,1678283,"1052,1678283","1052,1678283",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2004,"Directo","CH4",3,8977693629,"109,1375421612","15,5910774516",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2004,"Directo","N2O",0,205818263,"54,5418396844","48,1614735326",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2004,"Directo","CO2",4,64232384,"4,64232384","4,64232384",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2004,"Directo","CO2",0,0069692746,"0,0069692746","0,0069692746",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2004,"Directo","CH4",0,1917317983,"5,3684903532","0,7669271933",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2004,"Directo","CO2",286,57335809,"286,57335809","286,57335809",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.2 - Producción de cal",2004,"Directo","CO2",23,318361,"23,318361","23,318361",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.4 - Otros usos en procesos de carbonatos",2004,"Directo","CO2",3,6160443013,"3,6160443013","3,6160443013",
"2 - Procesos Industriales y Uso de Productos","2.B - Industria Química","2.B.5 - Producción de Carburo",2004,"Directo","CO2",0,5627105,"0,5627105","0,5627105",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.1 - Uso de lubricantes",2004,"Directo","CO2",9,88636,"9,88636","9,88636",
"2 - Procesos Industriales y Uso de Productos","2.D - Uso de productos no energéticos de combustibles y de solventes","2.D.2 - Uso de la cera de parafina",2004,"Directo","CO2",0,7309264298,"0,7309264298","0,7309264298",
"2 - Procesos Industriales y Uso de Productos","2.G - Manufactura y Utilización de Otros Productos","2.G.3 - N2O de Usos de Productos",2004,"Directo","N2O",0,037625,"9,970625","8,80425",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.1 - Fermentación entérica ",2004,"Directo","CH4",707,56393848,"19811,79027744","2830,25575392",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2004,"Directo","CH4",15,201902731,"425,653276468","60,807610924",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.A - Ganado","3.A.2 - Gestión del estiércol ",2004,"Directo","N2O",0,0454897101,"12,0547731807","10,6445921671",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.1 - Tierras forestales",2004,"Directo","CO2",-16981,712532,"-16981,712532","-16981,712532",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.2 - Tierras de cultivo",2004,"Directo","CO2",199,84323125,"199,84323125","199,84323125",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.3 - Pastizales",2004,"Directo","CO2",-101,17085275,"-101,17085275","-101,17085275",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.5 - Asentamientos",2004,"Directo","CO2",-0,591525,"-0,591525","-0,591525",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.B - Tierra","3.B.6 - Otras Tierras",2004,"Directo","CO2",-0,591525,"-0,591525","-0,591525",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2004,"Directo","CH4",0,1598115,"4,474722","0,639246",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.1 - Emisiones de la quema de biomasa",2004,"Directo","N2O",0,01126405,"2,98497325","2,6357877",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.3 - Aplicación de Urea",2004,"Directo","CO2",83,680666667,"83,680666667","83,680666667",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.4 - Emisiones directas de N2O provenientes de suelos manejados",2004,"Directo","N2O",21,628500748,"5731,55269822","5061,069175032",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.5 - Emisiones indirectas de N2O provenientes de suelos manejados",2004,"Directo","N2O",5,2630238257,"1394,7013138105","1231,5475752138",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.6 - Emisiones indirectas de N2O provenientes de la gestión de estiércol",2004,"Directo","N2O",0,0434020324,"11,5015385735","10,1560755706",
"3 - Agricultura, Silvicultura y Otros Usos de la Tierra","3.C - Fuentes agregadas y fuentes de emisiones no-CO2 de la tierra","3.C.7 - Cultivo de arroz",2004,"Directo","CH4",20,10987732,"563,07656496","80,43950928",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2004,"Directo","CO2",131,392251,"131,392251","131,392251",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2004,"Directo","CH4",0,0009190026,"0,0257320728","0,0036760104",
"6 - Partidas informativas","Bunkers internacionales","Aviación Internacional",2004,"Directo","N2O",0,0036760104,"0,974142756","0,8601864336",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2004,"Directo","CO2",1078,1395186,"1078,1395186","1078,1395186",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2004,"Directo","CH4",0,09891315,"2,7695682","0,3956526",
"6 - Partidas informativas","Bunkers internacionales","Navegación internacional",2004,"Directo","N2O",0,0282609,"7,4891385","6,6130506",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2006,"Directo","CO2",2045,5909308,"2045,5909308","2045,5909308",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2006,"Directo","CH4",0,0391398811,"1,0959166714","0,1565595245",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.1 - Industrias de la Energía",2006,"Directo","N2O",0,0094659361,"2,5084730718","2,2150290521",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2006,"Directo","CO2",571,30104359,"571,30104359","571,30104359",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2006,"Directo","CH4",0,1013062076,"2,8365738142","0,4052248306",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.2 - Industrias Manufactureras y de la Construcción",2006,"Directo","N2O",0,0570691404,"15,1233221965","13,3541788452",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2006,"Directo","CO2",2534,1639925,"2534,1639925","2534,1639925",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2006,"Directo","CH4",0,2958207569,"8,2829811929","1,1832830276",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.3 - Transporte",2006,"Directo","N2O",0,1547399762,"41,006093685","36,2091544238",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2006,"Directo","CO2",924,44498395,"924,44498395","924,44498395",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2006,"Directo","CH4",4,4752733858,"125,3076548024","17,9010935432",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.4 - Otros Sectores (Comercial/Institucional, Residencial, Agricola/Silvicultura/Pesca)",2006,"Directo","N2O",0,1872354083,"49,6173831915","43,8130855352",
"1 - Energía","1.A - Actividades de quema de combustibles","1.A.5 - No especificado",2006,"Directo","CO2",4,93246908,"4,93246908","4,93246908",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2006,"Directo","CO2",0,0073723074,"0,0073723074","0,0073723074",
"1 - Energía","1.B - Emisiones fugitivas de los combustibles","1.B.2 - Petróleo y Gas Natural",2006,"Directo","CH4",0,1961171744,"5,4912808821","0,7844686974",
"2 - Procesos Industriales y Uso de Productos","2.A - Industria Mineral","2.A.1 - Producción de cemento",2006,"Directo","CO2",346,34623241,"346,34623241","346,34623241",
