id,nombre,operador_norm,web,continente,pais,pais_iso,ciudad,direccion,latitud,longitud,estado,estado_ord,anio_registro,inversion_usd_m,cap_mw,consumo_electrico_mw,consumo_agua_ml_año,agua_indirecta_ml_año,agua_total_ml_año,co2_ton_año,tecnologia_refrigeracion,riesgo_hidrico_cuenca,riesgo_hidrico_cuenca_ord,riesgo_hidrico_pais,riesgo_hidrico_pais_ord,divergencia_pais_cuenca,bws_descripcion,tamaño_categoria,tamaño_porredes
4024,Datacenter APJII-Cyber,Asosiasi Penyelenggara Jasa Internet Indonesia,https://www.iix.net.id,Asia-Pacífico,Indonesia,ID,Jakarta Selatan,Cyber Building,-6.238125,106.824443,operativo,2,2017,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
58,Digital Realty Frankfurt FRA1-27,Digital Realty,https://www.digitalrealty.com/data-centers/emea/frankfurt,Europa,Alemania,DE,Frankfurt,Hanauer Landstrasse 298,50.11925,8.735199,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,Medium - High (20-40%),3.0,1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
165,Equinix SP4 - São Paulo,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/brazil-colocation/sao-paulo-data-centers/sp4/,América del Sur,Brasil,BR,Barueri,"Av. Ceci, 1900 - Res. Tambore",-23.497589,-46.814577,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
60,"Equinix FR5 - Frankfurt, KleyerStrasse","Equinix, Inc.",https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr5/,Europa,Alemania,DE,Frankfurt,Kleyerstrasse 90,50.09885,8.632004,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Medium - High (20-40%),3.0,1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
282,Equinix SG1 - Singapore,"Equinix, Inc.",https://www.equinix.com/locations/singapore-colocation/singapore-data-center/sg1/,Asia-Pacífico,Singapur,SG,Singapore,20 Ayer Rajah Crescent,1.295229,103.789842,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,NoData,-1.0,2.0,SIN DATO,,internacional
5657,IDC 3D,PT. Internetindo Data Centra Indonesia,http://www.idc.co.id/,Asia-Pacífico,Indonesia,ID,Jakarta Selatan,Jl. Duren Tiga Raya No.7H,-6.253714,106.832834,operativo,2,2018,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
1,"Equinix DC1-DC15,DC21-DC22 - Ashburn","Equinix, Inc.",http://www.equinix.com/,América del Norte,Estados Unidos,US,Ashburn,21715 Filigree Ct,39.016363,-77.459023,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
18,NIKHEF Amsterdam,Nikhef,http://www.nikhefhousing.nl,Europa,Países Bajos,NL,Amsterdam,Science Park 105,52.356394,4.950837,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
850,"Teraco Johannesburg Campus, South Africa",Teraco Data Environments Pty Ltd,http://www.teraco.co.za,África,Sudáfrica,ZA,Johannesburg,5 Brewery Street,-26.137957,28.197517,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,High (40-80%),4.0,0.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
53,Telehouse - Paris 2 (Voltaire - Léon Frot),Telehouse - Global Data Centers,http://www.telehouse.fr,Europa,Francia,FR,Paris,137 Boulevard Voltaire,48.856654,2.38532,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low - Medium (10-20%),2.0,Medium - High (20-40%),3.0,-1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
19,CoreSite - Los Angeles (LA1) One Wilshire,CoreSite,http://www.coresite.com,América del Norte,Estados Unidos,US,Los Angeles,624 S. Grand Ave.,34.047942,-118.255564,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Extremely High (>80%),5.0,Medium - High (20-40%),3.0,2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
7,Equinix CH1/CH2/CH4 - Chicago,"Equinix, Inc.",http://www.equinix.com/,América del Norte,Estados Unidos,US,Chicago,350 E Cermak Rd,41.85365,-87.618342,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
15,"Equinix MI1 - Miami, NOTA","Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/united-states-colocation/miami-data-centers/mi1/,América del Norte,Estados Unidos,US,Miami,50 NE 9th St,25.782648,-80.193157,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low - Medium (10-20%),2.0,Medium - High (20-40%),3.0,-1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
45,"Equinix LD8 - London, Docklands","Equinix, Inc.",http://www.equinix.com/locations/,Europa,Reino Unido,GB,London,6-9 Harbour Exchange Square,51.498842,-0.014327,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
547,Hurricane Electric Fremont 2,Hurricane Electric,https://he.net,América del Norte,Estados Unidos,US,Fremont,48233 Warm Springs Blvd,37.471809,-121.920111,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
2098,4 Data Center,Quicktel Sp. z o.o.,http://www.4datacenter.com,Europa,Polonia,PL,Katowice,Adamskiego 7,50.253609,19.003115,operativo,2,2015,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low - Medium (10-20%),2.0,Low - Medium (10-20%),2.0,0.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
6,"Equinix SV1/SV5/SV10 - Silicon Valley, San Jose","Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/united-states-colocation/silicon-valley-data-centers/,América del Norte,Estados Unidos,US,San Jose,11 Great Oaks Blvd,37.241767,-121.782967,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
152,Moscow M9,MMTS-9 JSC,http://www.mmts9.ru,Europa,Rusia,RU,Moscow,"7, Butlerova street",55.652639,37.528861,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Extremely High (>80%),5.0,Low - Medium (10-20%),2.0,3.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
864,MIX DC CALDERA,MIX s.r.l.,https://www.mix-it.net/,Europa,Italia,IT,Milan,"via Caldera, 21",45.476394,9.103571,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,High (40-80%),4.0,-3.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
225,MEGA-i (iAdvantage Hong Kong),iAdvantage Hong Kong,http://www.iadvantage.net/,Asia-Pacífico,Hong Kong,HK,Hong Kong,399 Chai Wan Road,22.266098,114.246512,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Sin dato,-1.0,2.0,SIN DATO,,internacional
462,LIM Warsaw,LIM CENTER Spółka z ograniczoną odpowiedzialnością,https://www.limdc.pl/,Europa,Polonia,PL,Warsaw,Al. Jerozolimskie 65/79,52.227718,21.005015,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
2310,Equinix MB1 - Mumbai (GPX Mumbai 1),"Equinix, Inc.",https://www.equinix.com,Asia-Pacífico,India,IN,Mumbai,"Unit A-001, Boomerang Chandivali Farm Road",19.113908,72.892742,operativo,2,2015,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low - Medium (10-20%),2.0,Extremely High (>80%),5.0,-3.0,CRÍTICO: más del 80% del agua disponible ya está comprometida,,internacional
509,"Equinix WA1 - Warsaw, Centrum LIM","Equinix, Inc.",https://www.equinix.com/locations/europe-colocation/poland-colocation/warsaw-data-centers/wa1/,Europa,Polonia,PL,Warsaw,65/79 al. Jerozolimskie,52.227354,21.003357,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
1283,Equinix SP2 - São Paulo,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/brazil-colocation/sao-paulo-data-centers/sp2/,América del Sur,Brasil,BR,Barueri,"Alameda Araguaia, 3641",-23.5027,-46.827255,operativo,2,2012,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
5865,NTT Jakarta 2 Data Center (JKT2),NTT DATA's Global Data Centers division,https://services.global.ntt/en-us/services-and-products/global-data-centers/global-locations/asia-pacific/jakarta-2-data-center,Asia-Pacífico,Indonesia,ID,Jakarta,"Jalan Kuningan Barat No.8  NTT building, Kuningan Barat, Mampang Prapatan, Kota Jakarta (inside Cyber Area)",-6.237998,106.823452,operativo,2,2018,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
71,Digital Realty Seattle SEA10,Digital Realty,https://www.digitalrealty.com,América del Norte,Estados Unidos,US,Seattle,2001 Sixth Avenue,47.614347,-122.338883,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Medium - High (20-40%),3.0,Medium - High (20-40%),3.0,0.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
130,Digital Realty Madrid MAD1-2,Digital Realty,https://www.digitalrealty.com/data-centers/madrid/calle-albasanz-71-madrid-spain,Europa,España,ES,Madrid,C/ Albasanz 71,40.439323,-3.621211,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Extremely High (>80%),5.0,High (40-80%),4.0,1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
62,"Equinix AM7 - Amsterdam, Kuiperberweg","Equinix, Inc.",https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am7/,Europa,Países Bajos,NL,Amsterdam,Kuiperbergweg 13,52.303078,4.938009,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
226,Digital Realty Marseille MRS1/2/3/4,Digital Realty,https://www.interxion.com/,Europa,Francia,FR,Marseille,MRS1: 40 Avenue Roger Salengro,43.310818,5.373865,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Medium - High (20-40%),3.0,Medium - High (20-40%),3.0,0.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
1118,Equinix HK2 - Hong Kong,"Equinix, Inc.",https://www.equinix.com/locations/asia-colocation/hong-kong-colocation/hong-kong-data-center/hk2/,Asia-Pacífico,Hong Kong,HK,Kwai Chung,7/F Kerry Warehouse,22.362284,114.119218,operativo,2,2011,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Sin dato,-1.0,2.0,SIN DATO,,internacional
5642,OMADATA - E1 - SUB,PT Omadata Padma Indonesia,http://www.omadata.com,Asia-Pacífico,Indonesia,ID,Surabaya,"Gedung Intiland, Jl. Panglima Sudirman No.101-103",-7.273023,112.74282,operativo,2,2018,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,Medium - High (20-40%),3.0,1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
363,CoreSite - Los Angeles (LA2),CoreSite,http://www.coresite.com,América del Norte,Estados Unidos,US,Los Angeles,900 N. Alameda,34.058096,-118.235357,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Extremely High (>80%),5.0,Medium - High (20-40%),3.0,2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
131,Equinix SY1/SY2 - Sydney,"Equinix, Inc.",https://www.equinix.com/locations/asia-colocation/australia-colocation/sydney-data-centers/,Australia,Australia,AU,Sydney,639 Gardeners Road,-33.921868,151.188025,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Medium - High (20-40%),3.0,High (40-80%),4.0,-1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
1771,Web Werks Mumbai 1,Web Werks DataCenter Pvt. Ltd.,http://www.webwerks.in,Asia-Pacífico,India,IN,Mumbai,Sigma IT Park,19.141133,73.008884,operativo,2,2014,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low - Medium (10-20%),2.0,Extremely High (>80%),5.0,-3.0,CRÍTICO: más del 80% del agua disponible ya está comprometida,,internacional
1225,"Teraco CT1 Cape Town, South Africa",Teraco Data Environments Pty Ltd,http://www.teraco.co.za/,África,Sudáfrica,ZA,Cape Town,"Great Westerford Building, 240 Main Road",-33.970872,18.465223,operativo,2,2012,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Extremely High (>80%),5.0,High (40-80%),4.0,1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
67,Digital Realty Vienna VIE1-2,Digital Realty,https://www.interxion.com/,Europa,Austria,AT,Vienna,Louis-Haefliger-Gasse 10,48.269027,16.410613,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low (<10%),1.0,0.0,BAJO: menos del 10% del agua comprometida,,internacional
125,Digital Realty ATL (56 Marietta),Digital Realty,https://www.digitalrealty.com,América del Norte,Estados Unidos,US,Atlanta,56 Marietta Street,33.755456,-84.39153,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Medium - High (20-40%),3.0,Medium - High (20-40%),3.0,0.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
170,Equinix HK1 - Hong Kong,"Equinix, Inc.",https://www.equinix.com/locations/asia-colocation/hong-kong-colocation/hong-kong-data-center/hk1/,Asia-Pacífico,Hong Kong,HK,Tsuen Wan,17/F Global Gateway (Hong Kong),22.365581,114.11932,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Sin dato,-1.0,2.0,SIN DATO,,internacional
2260,Equinix SG3 - Singapore,"Equinix, Inc.",https://www.equinix.com/locations/singapore-colocation/singapore-data-center/sg3/,Asia-Pacífico,Singapur,SG,Singapore,26A Ayer Rajah Crescent,1.29556,103.790346,operativo,2,2015,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,NoData,-1.0,2.0,SIN DATO,,internacional
663,TELEPOINT Sofia Centre,Telepoint OOD,https://www.telepoint.bg/,Europa,BG,BG,Sofia,122 Ovcho Pole str.,42.702735,23.306259,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Extremely High (>80%),5.0,Medium - High (20-40%),3.0,2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
1899,Equinix RJ2 - Rio de Janeiro,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/brazil-colocation/rio-de-janeiro-data-centers/rj2/,América del Sur,Brasil,BR,Rio de Janeiro,"Estrada Adhemar Bebiano, 1380",-22.871261,-43.272742,operativo,2,2014,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Medium - High (20-40%),3.0,Low - Medium (10-20%),2.0,1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
1605,Equinix SY3 - Sydney,"Equinix, Inc.",https://www.equinix.com/locations/asia-colocation/australia-colocation/sydney-data-centers/sy3/,Australia,Australia,AU,Sydney,47 Bourke Road,-33.911776,151.192942,operativo,2,2013,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Medium - High (20-40%),3.0,High (40-80%),4.0,-1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
1236,"Equinix AM5 - Amsterdam, Schepenbergweg","Equinix, Inc.",https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am5/,Europa,Países Bajos,NL,Amsterdam,Schepenbergweg 42,52.293351,4.945054,operativo,2,2012,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
4,Equinix DA1 - Dallas,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/united-states-colocation/dallas-data-centers/da1/,América del Norte,Estados Unidos,US,Dallas,1950 N Stemmons Fwy,32.800955,-96.81955,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low - Medium (10-20%),2.0,Medium - High (20-40%),3.0,-1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
10,Digital Realty NYC (60 Hudson),Digital Realty,https://www.digitalrealty.com,América del Norte,Estados Unidos,US,New York,60 Hudson St,40.717723,-74.008299,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
365,NewTelco Kiev,NewTelco Ukraine,http://www.newtelco.ua/,Europa,UA,UA,Kyiv,Gaidara 50,50.551468,30.629527,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
374,Iron Mountain Data Center - Amsterdam (AMS-1),Iron Mountain Data Centers,https://www.ironmountain.com/data-centers/locations/amsterdam-data-center,Europa,Países Bajos,NL,Amsterdam,J.W. Lucasweg 35,52.391165,4.665267,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
2174,Cabase BUE,Cámara Argentina de Internet,https://ixp.cabase.org.ar,América del Sur,Argentina,AR,Buenos Aires,Suipacha N° 128,-34.606739,-58.379375,operativo,2,2015,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
832,"Equinix LD5 - London, Slough","Equinix, Inc.",http://www.equinix.com,Europa,Reino Unido,GB,Slough,8 Buckingham Avenue,51.522463,-0.62905,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
9145,1530 SWIFT - NOCIX,"NOCIX, LLC",http://www.1530swift.com,América del Norte,Estados Unidos,US,North Kansas City,1530 Swift St,39.136878,-94.577558,operativo,2,2020,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
104,Digital Realty Amsterdam AMS9,Digital Realty,https://www.digitalrealty.com/data-centers/amsterdam/science-park-121-schiphol-rijk-netherlands,Europa,Países Bajos,NL,Amsterdam,Science Park 121,52.356671,4.952501,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
61,Digital Realty Amsterdam AMS17,Digital Realty,https://www.digitalrealty.com,Europa,Países Bajos,NL,Amsterdam,Science Park 120,52.356353,4.951609,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
214,CE Colo Prague,CE Colo Czech s.r.o.,http://www.cecolo.com/,Europa,República Checa,CZ,Prague,Nad Elektrarnou 1428/47,50.060164,14.482978,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
389,CoreSite - Denver (DE1),CoreSite,http://www.coresite.com,América del Norte,Estados Unidos,US,Denver,910 15th Street,39.745636,-104.995636,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Extremely High (>80%),5.0,Medium - High (20-40%),3.0,2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
74,"Equinix FR7 - Frankfurt, Gutleutstrasse","Equinix, Inc.",https://www.equinix.com/locations/germany-colocation/frankfurt-data-centers/fr7/,Europa,Alemania,DE,Frankfurt,Gutleutstrasse 310,50.096869,8.644169,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Medium - High (20-40%),3.0,1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
555,Namex Datacenter Rome,Namex - Rome Internet eXchange Point,https://www.namex.it,Europa,Italia,IT,Rome,Via dei Tizi 6/b,41.898919,12.512156,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Extremely High (>80%),5.0,High (40-80%),4.0,1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
306,"Equinix PA2 - Paris, Saint-Denis","Equinix, Inc.",https://www.equinix.com/locations/france-colocation/paris-data-centers/pa2/,Europa,Francia,FR,Paris,"Rue Ambroise Croizat, 114",48.927166,2.350664,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low - Medium (10-20%),2.0,Medium - High (20-40%),3.0,-1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
456,Chief LY Building Taipei,Chief Telecom Inc.,http://www.chief.com.tw,Asia-Pacífico,Taiwán,TW,Taipei,"No. 250, Yang-Guang Street, Nei-hu District",25.073467,121.577519,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Sin dato,-1.0,2.0,SIN DATO,,internacional
375,"Equinix AM1/AM2 - Amsterdam, Luttenbergweg","Equinix, Inc.",https://www.equinix.com/locations/netherlands-colocation/amsterdam-data-centers/am1/,Europa,Países Bajos,NL,Amsterdam,Luttenbergweg 4,52.299929,4.943121,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
277,NTT Frankfurt 1 Data Center (FRA1),NTT DATA's Global Data Centers division,https://datacenter.hello.global.ntt/en/location/frankfurt/frankfurt-1-data-center,Europa,Alemania,DE,Frankfurt,Eschborner Landstrasse 100,50.128192,8.601436,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,Medium - High (20-40%),3.0,1.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
392,Telehouse Toronto (151 Front St West),Telehouse - Global Data Centers,https://www.telehouse.ca/,América del Norte,Canadá,CA,Toronto,151 Front Street West,43.644672,-79.384128,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Low - Medium (10-20%),2.0,-1.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
3316,Equinix SY4 - Sydney,"Equinix, Inc.",https://www.equinix.com/locations/asia-colocation/australia-colocation/sydney-data-centers/sy4/,Australia,Australia,AU,Sydney,"Unit A, 200 Bourke Road",-33.918198,151.1893,operativo,2,2016,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Medium - High (20-40%),3.0,High (40-80%),4.0,-1.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
1057,Cirion Sao Paulo - SAO1,Cirion,https://ciriontechnologies.com,América del Sur,Brasil,BR,Cotia,"Av. Eid Mansur, 666",-23.597933,-46.848808,operativo,2,2011,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
8,Equinix LA1 - Los Angeles,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/united-states-colocation/los-angeles-data-centers/la1/,América del Norte,Estados Unidos,US,Los Angeles,600 W 7th St,34.047501,-118.2573,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,mixto,Extremely High (>80%),5.0,Medium - High (20-40%),3.0,2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
1339,NEXTDC M1,NEXTDC,http://www.nextdc.com,Australia,Australia,AU,Melbourne,820 Lorimer Street,-37.821705,144.931061,operativo,2,2012,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),High (40-80%),4.0,High (40-80%),4.0,0.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
388,Global Switch Singapore,Global Switch,http://www.globalswitch.com,Asia-Pacífico,Singapur,SG,Singapore,2 Tai Seng Avenue,1.336723,103.893828,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,NoData,-1.0,2.0,SIN DATO,,internacional
1974,Retelit Avalon 1,Retelit S.p.A.,https://avaloncampus.it/en/avalon1/,Europa,Italia,IT,Milan,Via Caldera 21,45.477926,9.101999,operativo,2,2014,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,High (40-80%),4.0,-3.0,ALTO: entre 40-80% del agua disponible comprometida,,internacional
2411,Sify Greenfort - Noida,Sify Technologies Limited,http://datacentre.sify.com/noida-datacentre.html,Asia-Pacífico,India,IN,Noida,"B7, Block A, Sector 132",28.513835,77.37243,operativo,2,2015,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Extremely High (>80%),5.0,-4.0,CRÍTICO: más del 80% del agua disponible ya está comprometida,,internacional
106,Digital Realty Dusseldorf DUS1-3,Digital Realty,https://www.digitalrealty.com/data-centers/emea/dusseldorf,Europa,Alemania,DE,Düsseldorf,In der Steele 25‑45,51.186111,6.869937,operativo,2,2010,,,110.6,1743940800,2441517120,4185457920,418546,evaporativa (agua),Low (<10%),1.0,Medium - High (20-40%),3.0,-2.0,MEDIO-ALTO: 20-40% del agua comprometida,,internacional
4309,Equinix SP3 - São Paulo,"Equinix, Inc.",https://www.equinix.com/locations/americas-colocation/brazil-colocation/sao-paulo-data-centers/sp3/,América del Sur,Brasil,BR,Santana de Parnaiba,"Avenida Marcos Penteado de Ulhoa Rodrigues, 249",-23.466119,-46.863194,operativo,2,2017,,,110.6,1743940800,2441517120,4185457920,418546,mixto,High (40-80%),4.0,Low - Medium (10-20%),2.0,2.0,MEDIO-BAJO: 10-20% del agua comprometida,,internacional
