Fecha denuncia,Via de ingreso,Departamento,Motivo 1,Motivo 2,Motivo 3,Derivacion ext 1,Derivacion ext 2
2023-02-23,Web,Canelones,Ruidos de industrias,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-23,Web,Río Negro,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-23,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-02-23,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-02-23,Web,San José,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-02-23,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-24,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-24,Web,Colonia,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-02-24,Web,Montevideo,Vertido de barométricas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-24,Web,Lavalleja,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Lavalleja,Sin Dato
2023-02-24,Teléfono,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-24,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-24,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-25,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-25,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-26,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-26,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-26,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-02-27,Web,Rocha,Otros,Sin Dato,Sin Dato,MGAP-DINARA,Sin Dato
2023-02-27,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-27,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-27,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-02-27,Web,Montevideo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-27,Web,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,GD-Montevideo
2023-02-27,Web,Durazno,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Durazno,Sin Dato
2023-02-28,Web,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-28,Web,Paysandú,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-02-28,Web,Rocha,Vehículos en faja defensa de costa,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-01,Web,Maldonado,Extracción de horizontes de suelo,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-01,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-01,Web,Salto,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-01,Web,Colonia,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-02,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-02,Personal,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-02,Web,Rivera,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-02,Web,Paysandú,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-03,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Teléfono,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-02,Web,Maldonado,Vertido de barométricas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-03-02,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-02,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-03,Web,Canelones,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Web,Montevideo,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-03,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-03,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-03,Web,Rocha,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-04,Web,Durazno,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-05,Web,Salto,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-05,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-05,Web,Soriano,Otros,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-03-05,Web,Tacuarembó,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Tacuarembó,Sin Dato
2023-03-05,Web,Montevideo,Presencia de cianobacterias,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-05,Web,Canelones,Vehículos en faja defensa de costa,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-05,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-06,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-06,Web,San José,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-06,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-06,Web,Montevideo,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-06,Web,Rocha,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-03-06,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-06,Web,Maldonado,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-03-07,Web,Durazno,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-07,Web,Canelones,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-06,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-06,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-06,Web,Rocha,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-03-06,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-07,Web,Durazno,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-06,Web,Maldonado,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-03-07,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-07,Web,Río Negro,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,MSP,Sin Dato
2023-03-07,Web,Rocha,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-07,Reguladora de trámite,Cerro Largo,Vertido de barométricas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-06,Teléfono,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-03,Reguladora de trámite,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-07,Web,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-07,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-07,Web,Maldonado,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-03-03,Web,Paysandú,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-09,Web,Soriano,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-09,Web,Colonia,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-09,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-09,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-09,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-09,Web,Maldonado,Otros,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-03-09,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-09,Web,San José,Vertido de barométricas,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-03-13,Web,Río Negro,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-13,Web,Montevideo,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-13,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-13,Web,Colonia,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Colonia,MSP
2023-03-14,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-14,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-14,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-14,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-14,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-15,Web,Colonia,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-15,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-15,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-15,Web,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MSP,Sin Dato
2023-03-16,Web,Artigas,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Artigas,Sin Dato
2023-03-16,Web,Soriano,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-16,Web,Canelones,"Residuos industriales, especiales y otros","Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato
2023-03-16,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-03-16,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Reguladora de trámite,Colonia,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-14,Reguladora de trámite,Colonia,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-17,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-20,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-20,Web,Durazno,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Durazno,Sin Dato
2023-03-20,Web,San José,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-21,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-21,Web,Rocha,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-03-22,Web,Rocha,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-03-22,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-22,Web,Lavalleja,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-03-23,Web,Tacuarembó,Mortandad de peces,Sin Dato,Sin Dato,MGAP-DINARA,Sin Dato
2023-03-23,Web,Tacuarembó,Mortandad de peces,Sin Dato,Sin Dato,MGAP-DINARA,Sin Dato
2023-03-23,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-03-24,Web,Flores,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,MIEM-DINAMIGE,Sin Dato
2023-03-24,Web,Durazno,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Durazno,Sin Dato
2023-03-24,Web,Rocha,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-24,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-25,Web,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-25,Web,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-26,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-03-26,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-26,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-03-27,Web,Maldonado,Presencia de cianobacterias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-27,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-27,Web,Colonia,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-03-27,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-28,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-28,Web,Soriano,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-03-28,Web,San José,Otros,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-03-28,Web,Lavalleja,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-28,Web,Maldonado,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-28,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-28,Web,Canelones,Vertido de barométricas,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-03-28,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-28,Web,Montevideo,Ruidos de industrias,Sin Dato,Sin Dato,GD-Montevideo,GD-Montevideo SIME
2023-03-29,Web,Florida,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-29,Web,Montevideo,Ruidos de industrias,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato
2023-03-28,Reguladora de trámite,Treinta y Tres,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-29,Correo electrónico,Salto,Residuos asimilables a urbanos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-30,Web,Salto,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-03-30,Web,Canelones,"Emisiones de chimenea hoteles, residencias, comercios","Olores molestos provenientes de comercios, residencias",Sin Dato,GD-Canelones,Sin Dato
2023-03-30,Teléfono,Canelones,"Emisiones de chimenea hoteles, residencias, comercios","Olores molestos provenientes de comercios, residencias",Sin Dato,GD-Canelones,Sin Dato
2023-03-31,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-03-30,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-31,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-03-31,Web,Paysandú,Vertidos de efluentes industriales,Sin Dato,Sin Dato,PNN,Sin Dato
2023-03-31,Web,Soriano,Vertido de barométricas,Sin Dato,Sin Dato,GD-Soriano,GD-Río Negro
2023-03-31,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-01,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-04-01,Web,Maldonado,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-04-02,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,GD-Montevideo SIME
2023-04-02,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,,Sin Dato
2023-04-03,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-04-03,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-04-04,Web,Florida,Contaminación por agroquímicos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-05,Correo electrónico,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-04-05,Web,Artigas,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Artigas,Sin Dato
2023-04-05,Web,Artigas,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Artigas,Sin Dato
2023-04-05,Web,Montevideo,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-07,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-07,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-09,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-09,Web,Colonia,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-10,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-10,Teléfono,Canelones,Contaminación cuerpo de agua,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-10,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo SIME,Sin Dato
2023-04-10,Web,Maldonado,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-04-11,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,,Sin Dato
2023-04-11,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-04-11,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-11,Correo electrónico,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Contaminación cuerpo de agua,Sin Dato,OSE,Sin Dato
2023-04-11,Web,Canelones,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-11,Web,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-04-11,Correo electrónico,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-11,Correo electrónico,Canelones,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-12,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-12,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-12,Teléfono,Tacuarembó,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-12,Web,Lavalleja,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-12,Teléfono,Maldonado,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-04-12,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-12,Web,Paysandú,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Paysandú,Sin Dato
2023-04-12,Web,Montevideo,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-12,Web,Montevideo,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-12,Web,Rocha,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-04-12,Web,San José,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-13,Web,Canelones,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-14,Web,Montevideo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-14,Correo electrónico,Montevideo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-14,Teléfono,Montevideo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-14,Web,Montevideo,Vertidos de efluentes industriales,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-14,Web,Rocha,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-13,Web,Tacuarembó,Mortandad de peces,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-14,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-04-14,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-17,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-17,Web,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-18,Web,Lavalleja,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-04-18,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-04-14,Teléfono,San José,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
