Fecha denuncia,Via de ingreso,Departamento,Motivo 1,Motivo 2,Motivo 3,Derivacion ext 1,Derivacion ext 2
2023-06-27,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-27,Web,San José,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-06-27,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,"Caza, tenencia y venta ilegal de fauna",Sin Dato,GD-Montevideo,Sin Dato
2023-06-28,Web,Maldonado,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-28,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-28,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-28,Web,Montevideo,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-29,Web,Canelones,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MSP,Sin Dato
2023-06-29,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-29,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-06-29,Personal,Canelones,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-29,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-29,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-06-29,Web,Lavalleja,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-30,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-06-30,Correo electrónico,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-06-30,Web,Rocha,Otros,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-06-30,Web,Rocha,Otros,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-06-30,Web,Rocha,Otros,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-07-01,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,DINAGUA,Sin Dato
2023-07-01,Web,Maldonado,Otros,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-01,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-01,Web,Salto,Emisiones de chimenea y polvo (material particulado) de industrias,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato
2023-07-02,Web,Rocha,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Rocha,MGAP-Dir. Forestal
2023-07-02,Web,Maldonado,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-03,Web,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,MSP,Sin Dato
2023-07-03,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-07-04,Web,Colonia,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-04,Web,Canelones,Vertido de barométricas,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-04,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-04,Web,San José,Contaminación cuerpo de agua,Sin Dato,Sin Dato,OSE,Sin Dato
2023-07-06,Web,Soriano,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-07-06,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-06,Web,Colonia,Residuos asimilables a urbanos,Sin Dato,Sin Dato,MTOP-DNV,Sin Dato
2023-07-06,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-07-07,Web,Cerro Largo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-07-07,Web,Canelones,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-11,Correo electrónico,Canelones,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-07,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-08,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-08,Web,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-08,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-09,Web,San José,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-07-09,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-10,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-11,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-11,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-13,Web,Rocha,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-13,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-13,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Residuos asimilables a urbanos,Sin Dato,GD-Canelones,Sin Dato
2023-07-14,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-14,Web,Maldonado,Vertidos de efluentes industriales,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato
2023-07-14,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-14,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-14,Web,Rocha,Otros,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-07-14,Web,Montevideo,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-15,Web,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-15,Web,Salto,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-07-15,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-16,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-17,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-17,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-17,Web,Canelones,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,GD-Canelones,Sin Dato
2023-07-18,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-18,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-19,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-19,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,MGAP
2023-07-19,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-20,Correo electrónico,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-07-21,Correo electrónico,Durazno,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,MTOP-DNH,Sin Dato
2023-07-22,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-07-22,Web,Cerro Largo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Cerro Largo,Sin Dato
2023-07-22,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo SIME,Sin Dato
2023-07-24,Correo electrónico,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-24,Web,San José,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-24,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo SIME,Sin Dato
2023-07-25,Web,San José,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-25,Web,Maldonado,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Maldonado,PNN
2023-07-25,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Maldonado,PNN
2023-07-25,Web,Canelones,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-26,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-26,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-07-27,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-27,Web,Canelones,Extracción de minerales en alvéo de curso de agua,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-27,Teléfono,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-27,Web,Maldonado,Incumplimiento de la faja de amortiguación en la Laguna del Sauce,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-27,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-28,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-28,Web,Canelones,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-20,Correo electrónico,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Rocha,Sin Dato
2023-07-28,Web,Montevideo,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-29,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-29,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-07-29,Web,Tacuarembó,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-29,Web,Maldonado,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-29,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-30,Correo electrónico,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-30,Web,Maldonado,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-30,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-07-30,Web,Montevideo,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,MSP,Sin Dato
2023-07-30,Correo electrónico,Montevideo,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,MSP,Sin Dato
2023-07-30,Correo electrónico,Montevideo,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-31,Web,Durazno,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-31,Web,Colonia,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-08-02,Web,Río Negro,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Canelones,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Colonia,Extracción de horizontes de suelo,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Montevideo,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Colonia,Extracción de horizontes de suelo,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-02,Web,Salto,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Salto,Sin Dato
2023-08-03,Web,Florida,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Florida,Sin Dato
2023-08-04,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-04,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-04,Web,Treinta y Tres,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-05,Web,Canelones,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-05,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-05,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-06,Web,Flores,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Flores,Sin Dato
2023-08-06,Web,Paysandú,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-07-04,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-07-04,Web,San José,Contaminación cuerpo de agua,Sin Dato,Sin Dato,OSE,Sin Dato
2023-07-05,Reguladora de trámite,Canelones,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-08,Teléfono,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-07,Personal,Montevideo,Bolsas,Sin Dato,Sin Dato,,Sin Dato
2023-08-08,Web,Montevideo,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-09,Teléfono,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-09,Web,Montevideo,"Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-09,Web,Montevideo,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-09,Web,Montevideo,Otros,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-09,Web,Artigas,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-09,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-11,Web,Colonia,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-11,Web,Colonia,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-08-11,Web,Colonia,Vertidos de efluentes industriales,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-12,Web,Montevideo,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-12,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-12,Web,Colonia,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,MI-BOMBEROS,Sin Dato
2023-08-13,Web,Maldonado,Incumplimiento de la faja de amortiguación en la Laguna del Sauce,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-14,Web,Canelones,Otros,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-14,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-14,Teléfono,Colonia,Vertidos de efluentes industriales,Contaminación cuerpo de agua,Sin Dato,Sin Dato,Sin Dato
2023-08-15,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-15,Web,Maldonado,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-15,Web,Soriano,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Soriano,Sin Dato
2023-08-16,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-16,Web,Colonia,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-17,Web,San José,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-08-18,Web,Colonia,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-08-18,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-18,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-18,Web,Colonia,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-19,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,DINAGUA
2023-08-20,Web,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-08-20,Web,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-08-21,Correo electrónico,San José,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,GD-San José,Sin Dato
2023-08-20,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-20,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-08-21,Web,Canelones,"Olores molestos provenientes de comercios, residencias",Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-22,Web,Montevideo,"Vertidos de efluentes de locales comerciales, residencias",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-22,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,PNN,Sin Dato
2023-08-23,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSG,MSP
2023-08-23,Web,Montevideo,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-23,Web,Colonia,Construcciones irregulares en faja de defensa de costas,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato
2023-08-23,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-23,Web,Canelones,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Canelones,Sin Dato
2023-08-23,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Rocha,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Rocha,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Colonia,Emisiones de chimenea y polvo (material particulado) de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Montevideo,"Residuos industriales, especiales y otros",Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-24,Web,Canelones,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-24,Teléfono,San José,Vertido de efluentes de saneamiento de MEVIR,Sin Dato,Sin Dato,MEVIR,Sin Dato
2023-08-24,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-24,Web,Maldonado,Contaminación cuerpo de agua,Contaminación por agroquímicos,Envases de plaguicidas,MGAP-DGSA,Sin Dato
2023-08-26,Web,Colonia,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Colonia,Sin Dato
2023-08-26,Web,Maldonado,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-28,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-28,Web,Canelones,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-28,Web,Maldonado,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-28,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-08-28,Web,Montevideo,"Residuos industriales, especiales y otros","Emisiones de chimenea hoteles, residencias, comercios",Sin Dato,Sin Dato,Sin Dato
2023-08-29,Web,Rocha,Construcciones irregulares en faja de defensa de costas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-29,Web,Canelones,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,MSP,Sin Dato
2023-08-31,Web,Montevideo,Ruidos de industrias,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-31,Web,San José,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-08-31,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSA,Sin Dato
2023-08-31,Web,Rocha,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Sin Dato,Sin Dato,MSP,Sin Dato
2023-09-01,Web,Colonia,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-01,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-01,Web,Montevideo,Residuos asimilables a urbanos,Sin Dato,Sin Dato,GD-Montevideo,Sin Dato
2023-09-01,Web,Canelones,Denuncias vinculadas a la construcción de la obra del Ferrocarril Central,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-02,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-02,Web,Maldonado,Ruidos de comercios y residencias. Otros ruidos,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-02,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,GD-Maldonado,Sin Dato
2023-09-02,Web,Rocha,Vehículos en faja defensa de costa,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-02,Web,Maldonado,Presencia de cianobacterias,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-09-02,Web,Maldonado,"Olores molestos provenientes de industrias, saneamiento, establecimientos de engorde a corral, vertederos,gestores de residuos, otros",Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-09-02,Web,Maldonado,Contaminación por agroquímicos,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-09-02,Web,Maldonado,Actividades en Áreas protegidas no autorizadas,Sin Dato,Sin Dato,MGAP-DGSA,MSP
2023-09-03,Web,Rocha,"Extracción de minerales en canteras, faja defensa de costas, área fiscal",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-04,Web,Lavalleja,Riesgos ambientales por almacenamiento y fraccionamiento de sustancias químicas y/o derrames en la vía pública,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-04,Web,Canelones,"Caza, tenencia y venta ilegal de fauna",Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-04,Web,Maldonado,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-09-05,Web,Maldonado,Otros,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-05,Web,Maldonado,Otros,Sin Dato,Sin Dato,MGAP,MSP
2023-09-05,Web,Maldonado,Otros,Sin Dato,Sin Dato,MGAP,MSP
2023-09-05,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-05,Web,Canelones,Tala de Monte Nativo y/o otras especies autóctonas,Sin Dato,Sin Dato,MGAP-Dir. Forestal,Sin Dato
2023-09-05,Web,Rocha,Otras actividades irregulares en faja de defensa de costas,Sin Dato,Sin Dato,GD-Rocha,PNN
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
2023-09-06,Web,Tacuarembó,Afectación de humedales y/o áreas de interés ecosistémico,Sin Dato,Sin Dato,Sin Dato,Sin Dato
